Variable,Group1,Group2,Test,Statistic,p_value,Cohen_d,adj_p_value,Significant
overall_mpf_mean,Control,WNV,T-test,5.372631939192204,4.0550997358590957e-07,-1.2287358951693872,2.157313059477039e-06,True
overall_mpf_median,Control,WNV,Mann-Whitney U,1857.0,1.11293437374463e-06,-1.3857437485606519,4.879789177187993e-06,True
overall_df_mean,Control,WNV,T-test,5.898265854601046,3.7046778205600714e-08,-1.34894983628637,2.898365589026409e-07,True
overall_dfv_std,Control,WNV,Mann-Whitney U,1547.0,0.005142488534226149,-0.3941625685486883,0.00804648205943621,True
min_EEG F3,Control,WNV,Mann-Whitney U,1600.0,0.0016198270348224894,-0.6876402013870638,0.002964729297679694,True
max_EEG F3,Control,WNV,Mann-Whitney U,859.0,0.07263563692807459,0.24303584145570406,0.09660539711433921,False
mean_EEG F3,Control,WNV,Mann-Whitney U,1081.0,0.7558876239247141,0.2789621952598215,0.8107504353386047,False
median_EEG F3,Control,WNV,Mann-Whitney U,703.0,0.0045385196133074035,0.2804440923108177,0.00727256757313114,True
std_EEG F3,Control,WNV,Mann-Whitney U,734.0,0.008517732049611896,0.8636690935024175,0.012681250327593832,True
psd_mean_EEG F3,Control,WNV,Mann-Whitney U,690.0,0.003444578512724843,0.9895465357908857,0.005702849902810009,True
psd_std_EEG F3,Control,WNV,Mann-Whitney U,584.0,0.00027940315119077107,1.1781453377039344,0.0006797674227141321,True
fft_mean_EEG F3,Control,WNV,Mann-Whitney U,1015.0,0.45196538069656156,0.3288992672155264,0.5351162815962257,False
fft_std_EEG F3,Control,WNV,Mann-Whitney U,613.0,0.0005821479241756901,1.0275830060491342,0.001235516073117555,True
delta_power_EEG F3,Control,WNV,Mann-Whitney U,380.0,5.805759304751733e-07,1.5314031882089285,2.895622453244927e-06,True
theta_power_EEG F3,Control,WNV,Mann-Whitney U,725.0,0.007123848380961313,0.6500437043288447,0.010766725393952894,True
alpha_power_EEG F3,Control,WNV,Mann-Whitney U,1062.0,0.661448579027371,-0.022942187035824162,0.7331055084220028,False
beta_power_EEG F3,Control,WNV,Mann-Whitney U,1184.0,0.710595109954555,0.0249756412747634,0.7810673522640976,False
gamma_power_EEG F3,Control,WNV,Mann-Whitney U,1203.0,0.6184238056841446,0.3941154384717962,0.6950735168111934,False
skewness_EEG F3,Control,WNV,T-test,3.06225549614798,0.00273084263078305,-0.7003463648512094,0.0047581057191372796,True
kurtosis_EEG F3,Control,WNV,Mann-Whitney U,915.0,0.15540004551347308,0.22627200132580438,0.19684005765039925,False
mean_mpf_EEG F3,Control,WNV,Mann-Whitney U,1759.0,2.4940134544092527e-05,-1.0981854184389965,8.362280405960436e-05,True
median_mpf_EEG F3,Control,WNV,Mann-Whitney U,1803.0,6.497691383987223e-06,-1.1579635252591869,2.517066856515439e-05,True
pswe_percentage_EEG F3,Control,WNV,Mann-Whitney U,300.0,1.1710416525190307e-08,1.815138490873643,1.262825998257009e-07,True
pswe_events_per_minute_EEG F3,Control,WNV,Mann-Whitney U,299.0,1.1245077494198392e-08,1.8521616861617503,1.262825998257009e-07,True
pswe_avg_length_EEG F3,Control,WNV,Mann-Whitney U,430.5,1.5259406581996526e-06,1.0445055455782686,6.54677766259851e-06,True
dfv_mean_EEG F3,Control,WNV,Mann-Whitney U,1861.0,9.717072208985335e-07,-0.9385134497160038,4.4564503579139645e-06,True
dfv_std_EEG F3,Control,WNV,Mann-Whitney U,1583.0,0.0023763633815988374,-0.5556792609595836,0.004176955899814696,True
min_EEG F4,Control,WNV,Mann-Whitney U,1718.0,8.106600168351407e-05,-0.9833879820315076,0.00024138309456509042,True
max_EEG F4,Control,WNV,Mann-Whitney U,784.0,0.021644927587498707,0.5204082576810695,0.0300917285972543,True
mean_EEG F4,Control,WNV,Mann-Whitney U,1029.0,0.510189580313513,0.10795198079115559,0.5900453407104107,False
median_EEG F4,Control,WNV,Mann-Whitney U,586.0,0.0002942474566895566,1.056610369588547,0.0007115438498129278,True
std_EEG F4,Control,WNV,Mann-Whitney U,736.0,0.008858795353797052,0.8867677740190408,0.013139997569386705,True
psd_mean_EEG F4,Control,WNV,Mann-Whitney U,721.0,0.006572917019547924,0.8823921426112604,0.010009900346563442,True
psd_std_EEG F4,Control,WNV,Mann-Whitney U,618.0,0.0006583296274218852,1.057619795021731,0.0013752540384362943,True
fft_mean_EEG F4,Control,WNV,Mann-Whitney U,953.0,0.24334909377654068,0.5370902690256325,0.2996799025211103,False
fft_std_EEG F4,Control,WNV,Mann-Whitney U,652.0,0.0014775577452408534,0.9244583941493926,0.0027293775016254654,True
delta_power_EEG F4,Control,WNV,Mann-Whitney U,444.0,4.8846151482513775e-06,1.4924213227586922,1.9107465138748036e-05,True
theta_power_EEG F4,Control,WNV,Mann-Whitney U,789.0,0.023628715279103846,0.4766293501855346,0.03273561595959179,True
alpha_power_EEG F4,Control,WNV,Mann-Whitney U,1128.0,1.0,-0.15797608237149602,1.0,False
beta_power_EEG F4,Control,WNV,Mann-Whitney U,1233.0,0.48476654293180954,-0.0384366821354716,0.5705659310613334,False
gamma_power_EEG F4,Control,WNV,Mann-Whitney U,1067.0,0.6858557304333276,0.7440524604664421,0.758051070478941,False
skewness_EEG F4,Control,WNV,Mann-Whitney U,1677.0,0.00024530494437684854,-0.8392457268040664,0.0006155765585305822,True
kurtosis_EEG F4,Control,WNV,Mann-Whitney U,859.0,0.07263563692807459,0.3185676846675979,0.09660539711433921,False
mean_mpf_EEG F4,Control,WNV,Mann-Whitney U,1727.0,6.296934199112945e-05,-1.0231080384012303,0.00018890802597338837,True
median_mpf_EEG F4,Control,WNV,Mann-Whitney U,1780.0,1.326177150928389e-05,-1.1296550103501597,4.771041033289158e-05,True
pswe_percentage_EEG F4,Control,WNV,Mann-Whitney U,309.0,2.1447198990756648e-08,1.93843526064413,2.0374839041218817e-07,True
pswe_events_per_minute_EEG F4,Control,WNV,Mann-Whitney U,290.0,1.0049313567719472e-08,2.1750324852651426,1.1793165039764911e-07,True
pswe_avg_length_EEG F4,Control,WNV,Mann-Whitney U,509.0,2.2587803877788875e-05,1.3104643584216187,7.836985867163271e-05,True
dfv_mean_EEG F4,Control,WNV,Mann-Whitney U,1771.0,1.7424561731292108e-05,-0.9788689549326598,6.152566487420841e-05,True
dfv_std_EEG F4,Control,WNV,Mann-Whitney U,1560.0,0.003915575805170897,-0.30813032331829393,0.006402929287963885,True
min_EEG C3,Control,WNV,Mann-Whitney U,1645.0,0.0005540403585292423,-0.9885076250268433,0.0011949302867738795,True
max_EEG C3,Control,WNV,Mann-Whitney U,687.0,0.0032289656781642377,0.6600123782165971,0.0053906163413704215,True
mean_EEG C3,Control,WNV,Mann-Whitney U,954.0,0.24606067644033702,0.19521015057679672,0.3011601530665475,False
median_EEG C3,Control,WNV,Mann-Whitney U,705.0,0.004732300289024811,0.4443376140243818,0.007522660618808364,True
std_EEG C3,Control,WNV,Mann-Whitney U,671.0,0.0022730162634183,1.0068076283114833,0.004048810219213847,True
psd_mean_EEG C3,Control,WNV,Mann-Whitney U,640.0,0.0011169376685403957,0.9110425478920172,0.002122181570226752,True
psd_std_EEG C3,Control,WNV,Mann-Whitney U,544.0,9.575170681797257e-05,1.0833625014840589,0.00027886810963774494,True
fft_mean_EEG C3,Control,WNV,Mann-Whitney U,926.0,0.17792524570882806,0.6066605111084672,0.2239500726745186,False
fft_std_EEG C3,Control,WNV,Mann-Whitney U,591.0,0.0003346532197030855,1.0389569869093742,0.0007948013967948282,True
delta_power_EEG C3,Control,WNV,Mann-Whitney U,366.0,3.5586291060692397e-07,1.4084101771798176,1.9720736296133705e-06,True
theta_power_EEG C3,Control,WNV,Mann-Whitney U,685.0,0.003092133862445062,0.6032348444359787,0.005227802589472795,True
alpha_power_EEG C3,Control,WNV,Mann-Whitney U,1027.0,0.5016384803764047,-0.034449075335896015,0.5835386404378585,False
beta_power_EEG C3,Control,WNV,Mann-Whitney U,1085.0,0.7763010141209483,0.04160469419772465,0.8281927931397284,False
gamma_power_EEG C3,Control,WNV,Mann-Whitney U,1119.0,0.954681776764707,0.8200719902568301,0.9622823401476481,False
skewness_EEG C3,Control,WNV,Mann-Whitney U,1617.0,0.001090898882550558,-0.8015428375617751,0.002092637760277272,True
kurtosis_EEG C3,Control,WNV,Mann-Whitney U,666.0,0.002032405720168708,0.48423962215627137,0.0036364568715126205,True
mean_mpf_EEG C3,Control,WNV,T-test,4.550330525874843,1.3272820919676604e-05,-1.040673270625731,4.771041033289158e-05,True
median_mpf_EEG C3,Control,WNV,T-test,4.882315621864391,3.381110964302555e-06,-1.1165991871449528,1.3765951783231833e-05,True
pswe_percentage_EEG C3,Control,WNV,Mann-Whitney U,425.0,4.2130765433500446e-07,1.6772499062809285,2.2118651852587734e-06,True
pswe_events_per_minute_EEG C3,Control,WNV,Mann-Whitney U,434.0,5.90598830646864e-07,1.6780162654111543,2.909246091704923e-06,True
pswe_avg_length_EEG C3,Control,WNV,Mann-Whitney U,537.0,2.0675169606727884e-05,1.0741100139611288,7.236309362354759e-05,True
dfv_mean_EEG C3,Control,WNV,Mann-Whitney U,1756.0,2.725303694190168e-05,-1.020513921058178,8.986745239519646e-05,True
dfv_std_EEG C3,Control,WNV,Mann-Whitney U,1449.0,0.032131543160304164,-0.2653182025837324,0.043905773016990966,True
min_EEG C4,Control,WNV,Mann-Whitney U,1678.0,0.00023897153522408425,-1.0572317292901459,0.0006034787503443647,True
max_EEG C4,Control,WNV,Mann-Whitney U,578.0,0.00023897153522408425,0.7570076643262696,0.0006034787503443647,True
mean_EEG C4,Control,WNV,Mann-Whitney U,933.0,0.19347392152889797,0.5359418223463307,0.24275501474852296,False
median_EEG C4,Control,WNV,Mann-Whitney U,864.0,0.07812256259165597,0.4436134024922,0.10321490885453885,False
std_EEG C4,Control,WNV,Mann-Whitney U,737.0,0.009033859775285752,0.7042610602743677,0.013350037223477834,True
psd_mean_EEG C4,Control,WNV,Mann-Whitney U,716.0,0.005938280916422294,0.5552952724498712,0.009148162492866777,True
psd_std_EEG C4,Control,WNV,Mann-Whitney U,598.0,0.00039999979549852963,0.7872833456397395,0.000917240910367318,True
fft_mean_EEG C4,Control,WNV,Mann-Whitney U,1001.0,0.3976964465883446,0.4410820034934616,0.473674275190297,False
fft_std_EEG C4,Control,WNV,Mann-Whitney U,654.0,0.001547187083207537,0.705887432892915,0.002844827862671923,True
delta_power_EEG C4,Control,WNV,Mann-Whitney U,356.0,2.4956700075331796e-07,1.5562698636927639,1.4431483087039692e-06,True
theta_power_EEG C4,Control,WNV,Mann-Whitney U,767.0,0.015943830650293023,0.26759912639790057,0.02255882421796779,True
alpha_power_EEG C4,Control,WNV,Mann-Whitney U,1206.0,0.604358782098655,-0.2656189332114658,0.6831137508707177,False
beta_power_EEG C4,Control,WNV,Mann-Whitney U,1336.0,0.16535487011942573,-0.23431612766701237,0.20878668727104707,False
gamma_power_EEG C4,Control,WNV,Mann-Whitney U,1055.0,0.6278792043852561,0.7094760206325024,0.7037185464879697,False
skewness_EEG C4,Control,WNV,Mann-Whitney U,1369.0,0.10785412973992241,-0.32754448741739195,0.14017523702354737,False
kurtosis_EEG C4,Control,WNV,Mann-Whitney U,590.0,0.0003261784413039499,0.9897319082536323,0.0007793125633549462,True
mean_mpf_EEG C4,Control,WNV,T-test,5.244216358770895,7.145083678257919e-07,-1.1993668941009095,3.434805286295072e-06,True
median_mpf_EEG C4,Control,WNV,T-test,5.655616991397176,1.1342444044349566e-07,-1.2934553651379392,7.299411570476576e-07,True
pswe_percentage_EEG C4,Control,WNV,Mann-Whitney U,275.0,1.8662120022600442e-10,1.9294384513586444,6.769259899106888e-09,True
pswe_events_per_minute_EEG C4,Control,WNV,Mann-Whitney U,281.0,2.4978144753933495e-10,1.9912618326362592,8.305233130682887e-09,True
pswe_avg_length_EEG C4,Control,WNV,Mann-Whitney U,328.5,2.336575949097658e-09,1.4985335076976096,4.237699107681662e-08,True
dfv_mean_EEG C4,Control,WNV,T-test,5.386531948276327,3.812226339477452e-07,-1.2319148659788803,2.055511228988518e-06,True
dfv_std_EEG C4,Control,WNV,Mann-Whitney U,1546.0,0.005249933488333035,-0.40387432059197936,0.008182513522831567,True
min_EEG P3,Control,WNV,Mann-Whitney U,1704.0,0.00011926763089762382,-0.8758579693666942,0.00033512524456445005,True
max_EEG P3,Control,WNV,Mann-Whitney U,627.0,0.000819277767899226,0.8024858207036071,0.0016263275094118962,True
mean_EEG P3,Control,WNV,Mann-Whitney U,1175.0,0.7558876239247141,0.030394449287727502,0.8107504353386047,False
median_EEG P3,Control,WNV,Mann-Whitney U,1175.0,0.7558876239247141,0.10622312015934814,0.8107504353386047,False
std_EEG P3,Control,WNV,Mann-Whitney U,623.0,0.0007436984307897589,0.9959620291050179,0.0015139575198220092,True
psd_mean_EEG P3,Control,WNV,Mann-Whitney U,620.0,0.0006913206883459525,0.8115369015923967,0.0014218399724228612,True
psd_std_EEG P3,Control,WNV,Mann-Whitney U,497.0,2.4940134544092527e-05,0.976604866496813,8.362280405960436e-05,True
fft_mean_EEG P3,Control,WNV,Mann-Whitney U,903.0,0.1333705372527486,0.6590164165686181,0.1716607882704732,False
fft_std_EEG P3,Control,WNV,Mann-Whitney U,544.0,9.575170681797257e-05,0.976247925280693,0.00027886810963774494,True
delta_power_EEG P3,Control,WNV,Mann-Whitney U,304.0,3.677398440496347e-08,1.5131974994144624,2.898365589026409e-07,True
theta_power_EEG P3,Control,WNV,Mann-Whitney U,645.0,0.001255967409234318,0.5568287570998367,0.0023527276820868213,True
alpha_power_EEG P3,Control,WNV,Mann-Whitney U,1042.0,0.5675738295483483,-0.059888990760825704,0.6488881317759054,False
beta_power_EEG P3,Control,WNV,Mann-Whitney U,1114.0,0.9280829122060842,-0.044586802814059315,0.9470718208957227,False
gamma_power_EEG P3,Control,WNV,Mann-Whitney U,1134.0,0.9706672700762142,0.9133291745826555,0.9755572815123664,False
skewness_EEG P3,Control,WNV,Mann-Whitney U,1094.0,0.8227796228340695,-0.3131904609605078,0.863918603975773,False
kurtosis_EEG P3,Control,WNV,Mann-Whitney U,699.0,0.00417236946778033,0.517496209399714,0.006767379746521755,True
mean_mpf_EEG P3,Control,WNV,T-test,5.8253327408381645,5.1985856706098464e-08,-1.3322698299428872,3.9136522312704316e-07,True
median_mpf_EEG P3,Control,WNV,T-test,6.259974010348167,6.702643417591879e-09,-1.4316734993945548,8.9145157453972e-08,True
pswe_percentage_EEG P3,Control,WNV,Mann-Whitney U,257.0,7.691921075110436e-11,1.913489065732748,3.83634563621133e-09,True
pswe_events_per_minute_EEG P3,Control,WNV,Mann-Whitney U,255.0,6.962209578461059e-11,2.137010450116537,3.83634563621133e-09,True
pswe_avg_length_EEG P3,Control,WNV,Mann-Whitney U,338.0,3.5878849108081467e-09,1.3786759235041184,5.964858664218544e-08,True
dfv_mean_EEG P3,Control,WNV,T-test,5.679053250348092,1.0191105689045736e-07,-1.2988153028644394,6.665985524474179e-07,True
dfv_std_EEG P3,Control,WNV,Mann-Whitney U,1513.0,0.010150614251656271,-0.3841816769884325,0.014890055464745781,True
min_EEG P4,Control,WNV,Mann-Whitney U,1695.0,0.0001521980927043714,-0.7732057782614737,0.00040756402006069927,True
max_EEG P4,Control,WNV,Mann-Whitney U,580.0,0.00025179554988047034,0.8546588669119025,0.0006279151525144229,True
mean_EEG P4,Control,WNV,Mann-Whitney U,991.0,0.3614531957754603,0.10648709022195131,0.43179588357607385,False
median_EEG P4,Control,WNV,Mann-Whitney U,1118.0,0.9493570092891682,-0.06432730773318525,0.9614046870720258,False
std_EEG P4,Control,WNV,Mann-Whitney U,603.0,0.0004537764202473237,0.8318576914178315,0.0010229197269982042,True
psd_mean_EEG P4,Control,WNV,Mann-Whitney U,630.0,0.0008805731344020512,0.5994987177162661,0.0017393499040911805,True
psd_std_EEG P4,Control,WNV,Mann-Whitney U,526.0,5.7839729017088883e-05,0.8523654971001727,0.00017616833494517913,True
fft_mean_EEG P4,Control,WNV,Mann-Whitney U,878.0,0.09529887913467482,0.4553529754007364,0.12466968122864017,False
fft_std_EEG P4,Control,WNV,Mann-Whitney U,565.0,0.00016943014434428374,0.8263711701693032,0.00043897810125564425,True
delta_power_EEG P4,Control,WNV,Mann-Whitney U,296.0,2.710627038550771e-08,1.594508347389709,2.3011493369824633e-07,True
theta_power_EEG P4,Control,WNV,Mann-Whitney U,711.0,0.005359402368787047,0.41731092553010257,0.008320628580334754,True
alpha_power_EEG P4,Control,WNV,Mann-Whitney U,1181.0,0.7255884808142468,-0.23329856538601887,0.7931775447805054,False
beta_power_EEG P4,Control,WNV,Mann-Whitney U,1283.0,0.3016308840897809,-0.30342650539352956,0.3658076679386704,False
gamma_power_EEG P4,Control,WNV,Mann-Whitney U,1089.0,0.7968701027946954,0.6086980688717457,0.8411406640610674,False
skewness_EEG P4,Control,WNV,Mann-Whitney U,1046.0,0.585832310564883,0.33323494455129,0.6659461308130722,False
kurtosis_EEG P4,Control,WNV,Mann-Whitney U,660.0,0.001774609154650519,0.5024039932697592,0.003233192021486562,True
mean_mpf_EEG P4,Control,WNV,Mann-Whitney U,1858.0,1.0758807889500172e-06,-1.394515489577016,4.878141304443828e-06,True
median_mpf_EEG P4,Control,WNV,Mann-Whitney U,1934.0,7.230777245230307e-08,-1.5236388541187755,5.061544071661215e-07,True
pswe_percentage_EEG P4,Control,WNV,Mann-Whitney U,226.0,4.8880164555640573e-11,2.076093408398832,3.413708840359859e-09,True
pswe_events_per_minute_EEG P4,Control,WNV,Mann-Whitney U,227.0,5.133396752420841e-11,2.2271512299307537,3.413708840359859e-09,True
pswe_avg_length_EEG P4,Control,WNV,Mann-Whitney U,285.5,8.02653797762491e-10,1.7145264857202174,2.0036217725959187e-08,True
dfv_mean_EEG P4,Control,WNV,Mann-Whitney U,1961.0,2.6087108621043017e-08,-1.4190549401875214,2.269860433727296e-07,True
dfv_std_EEG P4,Control,WNV,Mann-Whitney U,1535.0,0.006572917019547924,-0.4442004984960371,0.010009900346563442,True
min_EEG O1,Control,WNV,Mann-Whitney U,1651.0,0.00047711887100330855,-0.6292308412334319,0.0010635219526833526,True
max_EEG O1,Control,WNV,Mann-Whitney U,551.0,0.0001160553565034709,1.001999923091711,0.0003307577660348921,True
mean_EEG O1,Control,WNV,Mann-Whitney U,1096.0,0.8331994949552505,0.26219519748489306,0.8702790536312696,False
median_EEG O1,Control,WNV,Mann-Whitney U,1490.0,0.015653983466526942,-0.366443780101714,0.02222754235994395,True
std_EEG O1,Control,WNV,Mann-Whitney U,677.0,0.002596071850497115,0.9349174308678948,0.004543125738369951,True
psd_mean_EEG O1,Control,WNV,Mann-Whitney U,685.0,0.003092133862445062,0.7785414645096246,0.005227802589472795,True
psd_std_EEG O1,Control,WNV,Mann-Whitney U,602.0,0.00044250901850021124,0.8833263427989806,0.0010089205621804816,True
fft_mean_EEG O1,Control,WNV,Mann-Whitney U,910.0,0.14590690639415324,0.641806567958676,0.18540399888938583,False
fft_std_EEG O1,Control,WNV,Mann-Whitney U,638.0,0.0010654224974975901,0.8819708345039619,0.002053640466191007,True
delta_power_EEG O1,Control,WNV,Mann-Whitney U,324.0,7.78816179805973e-08,1.5916184568616123,5.357718202458332e-07,True
theta_power_EEG O1,Control,WNV,Mann-Whitney U,718.0,0.006185193704627713,0.5817652314194877,0.009491893415947915,True
alpha_power_EEG O1,Control,WNV,Mann-Whitney U,1153.0,0.8698886565234378,-0.14913739800014697,0.9038686821688847,False
beta_power_EEG O1,Control,WNV,Mann-Whitney U,1184.0,0.710595109954555,-0.15185163610715482,0.7810673522640976,False
gamma_power_EEG O1,Control,WNV,Mann-Whitney U,1171.0,0.7763010141209483,0.8254321189101197,0.8281927931397284,False
skewness_EEG O1,Control,WNV,Mann-Whitney U,739.0,0.009393282403186024,0.5555046484443923,0.01382996191465396,True
kurtosis_EEG O1,Control,WNV,Mann-Whitney U,617.0,0.0006423887557084573,0.6651634851981613,0.0013561540398289655,True
mean_mpf_EEG O1,Control,WNV,T-test,6.147892495846408,1.144263356684872e-08,-1.406040144716257,1.262825998257009e-07,True
median_mpf_EEG O1,Control,WNV,T-test,6.730249352260872,6.791118575495738e-10,-1.5392267804979827,1.9354687940162853e-08,True
pswe_percentage_EEG O1,Control,WNV,Mann-Whitney U,223.0,3.444452627549989e-11,2.1123370614126222,3.413708840359859e-09,True
pswe_events_per_minute_EEG O1,Control,WNV,Mann-Whitney U,226.0,3.9957765741091344e-11,2.2996475275394466,3.413708840359859e-09,True
pswe_avg_length_EEG O1,Control,WNV,Mann-Whitney U,266.5,2.7766374682799304e-10,1.576391101657912,8.522141152643786e-09,True
dfv_mean_EEG O1,Control,WNV,T-test,6.334726435635891,4.680354589457057e-09,-1.4487695873532254,6.669505289976307e-08,True
dfv_std_EEG O1,Control,WNV,Mann-Whitney U,1485.0,0.017150937216986236,-0.33969180503541957,0.024095858977385594,True
min_EEG O2,Control,WNV,Mann-Whitney U,1693.0,0.00016059676459037942,-0.66341565915328,0.000421566507049746,True
max_EEG O2,Control,WNV,Mann-Whitney U,465.0,9.454667712006338e-06,1.0232359861546667,3.627319631817817e-05,True
mean_EEG O2,Control,WNV,Mann-Whitney U,1117.0,0.9440345024234978,0.32264864519764,0.9584472429185131,False
median_EEG O2,Control,WNV,Mann-Whitney U,1419.0,0.05211301128900714,-0.4331369212195115,0.07048505594682661,False
std_EEG O2,Control,WNV,Mann-Whitney U,562.0,0.00015634435808598482,0.9958292940095341,0.00041312184686296654,True
psd_mean_EEG O2,Control,WNV,Mann-Whitney U,594.0,0.00036133015557013727,0.8254487958430988,0.0008431036963303203,True
psd_std_EEG O2,Control,WNV,Mann-Whitney U,525.0,5.621966541303285e-05,0.9348184257506005,0.00017255112692153931,True
fft_mean_EEG O2,Control,WNV,Mann-Whitney U,794.0,0.025768389427443562,0.6853148845760166,0.0353319154005154,True
fft_std_EEG O2,Control,WNV,Mann-Whitney U,552.0,0.00011926763089762382,0.9749237307486608,0.00033512524456445005,True
delta_power_EEG O2,Control,WNV,Mann-Whitney U,249.0,4.269542267106272e-09,1.5186428216977144,6.309434683612603e-08,True
theta_power_EEG O2,Control,WNV,Mann-Whitney U,685.0,0.003092133862445062,0.6146983006617106,0.005227802589472795,True
alpha_power_EEG O2,Control,WNV,Mann-Whitney U,1169.0,0.786566940659473,-0.19183164864380722,0.8346814077742812,False
beta_power_EEG O2,Control,WNV,Mann-Whitney U,1230.0,0.4973915591209558,-0.22129836306695336,0.5802901523077818,False
gamma_power_EEG O2,Control,WNV,Mann-Whitney U,1020.0,0.47231720211327854,0.7660048238094258,0.557557880601178,False
skewness_EEG O2,Control,WNV,Mann-Whitney U,878.0,0.09529887913467482,0.3935976163386962,0.12466968122864017,False
kurtosis_EEG O2,Control,WNV,Mann-Whitney U,626.0,0.000799742089090812,0.1967873354245751,0.00159548546773617,True
mean_mpf_EEG O2,Control,WNV,Mann-Whitney U,1837.0,2.1709119919055238e-06,-1.401242966270969,9.1178303660032e-06,True
median_mpf_EEG O2,Control,WNV,Mann-Whitney U,1917.0,1.3517836386514906e-07,-1.6032613343130087,8.297871874183767e-07,True
pswe_percentage_EEG O2,Control,WNV,Mann-Whitney U,303.0,3.794954312777777e-09,2.3915907279674835,6.056747083193333e-08,True
pswe_events_per_minute_EEG O2,Control,WNV,Mann-Whitney U,304.0,3.9626646167820804e-09,2.566718722653605,6.081166084984809e-08,True
pswe_avg_length_EEG O2,Control,WNV,Mann-Whitney U,349.5,2.6168817030440004e-08,1.1552870769371006,2.269860433727296e-07,True
dfv_mean_EEG O2,Control,WNV,T-test,6.6655564230723,9.343304711732286e-10,-1.5244313273276693,2.0710992111006566e-08,True
dfv_std_EEG O2,Control,WNV,Mann-Whitney U,1574.0,0.0028967794855355947,-0.40776018732010383,0.004981961270382338,True
min_EEG F7,Control,WNV,Mann-Whitney U,1590.0,0.002032405720168708,-0.8706752298792708,0.0036364568715126205,True
max_EEG F7,Control,WNV,Mann-Whitney U,703.0,0.0045385196133074035,0.7084406242343351,0.00727256757313114,True
mean_EEG F7,Control,WNV,Mann-Whitney U,934.0,0.19577422660856147,0.4952057111170441,0.2448712113379813,False
median_EEG F7,Control,WNV,Mann-Whitney U,945.0,0.22241095697743796,-0.24575049909265034,0.2755961858198688,False
std_EEG F7,Control,WNV,Mann-Whitney U,749.0,0.011388658401949345,0.8337201928711809,0.016584214242254702,True
